"","Time","Region","Ratio","Upper","Lower"
"176",2000.5,"HK and Taiwan",1.03919748274362,1.24539460561482,0.867139943654683
"186",2001.5,"HK and Taiwan",1.04288032794865,1.25967858713806,0.86339435275571
"196",2002.5,"HK and Taiwan",1.04459742300729,1.26709864873135,0.861167184769711
"206",2003.5,"HK and Taiwan",1.04600516062851,1.26083862980569,0.867777025700815
"2110",2004.5,"HK and Taiwan",1.04860443481812,1.25209163923095,0.878187527388651
"225",2005.5,"HK and Taiwan",1.05030024792475,1.24644669977133,0.88502028285138
"235",2006.5,"HK and Taiwan",1.04898696104221,1.23867224200884,0.888349320440092
"245",2007.5,"HK and Taiwan",1.04480777910408,1.22518928727556,0.890983382415821
"255",2008.5,"HK and Taiwan",1.03965912943684,1.21101202530794,0.892551917596793
"265",2009.5,"HK and Taiwan",1.03407097963291,1.19808504466273,0.89250992296627
"275",2010.5,"HK and Taiwan",1.028215716155,1.18989736914135,0.888503148562346
"285",2011.5,"HK and Taiwan",1.02177685794852,1.19084059134887,0.876715116216002
"295",2012.5,"HK and Taiwan",1.0145488132209,1.20383686620123,0.855023901748399
"305",2013.5,"HK and Taiwan",1.00647934478088,1.23061610575393,0.823165458938919
"3110",2014.5,"HK and Taiwan",0.997669889899924,1.27190247410446,0.782564095500909
"325",2015.5,"HK and Taiwan",0.988151815236885,1.32751424367541,0.735543151124715
"335",2016.5,"HK and Taiwan",0.977957584212387,1.39714013333562,0.684541953737423
"127",1970.5,"Australia / New Zealand",1.28438584732833,1.60188919951329,1.02981342612118
"226",1971.5,"Australia / New Zealand",1.2549480674829,1.52937975370774,1.02976036413519
"320",1972.5,"Australia / New Zealand",1.22754163806251,1.46446972337282,1.02894477716258
"418",1973.5,"Australia / New Zealand",1.2021355149129,1.40668955616319,1.02732674020597
"517",1974.5,"Australia / New Zealand",1.17870146321604,1.35563029539363,1.02486433366718
"617",1975.5,"Australia / New Zealand",1.15721458546945,1.31093027683825,1.02152312787605
"716",1976.5,"Australia / New Zealand",1.13765384318632,1.27225453916631,1.01729349518747
"815",1977.5,"Australia / New Zealand",1.12000257960784,1.23926580377516,1.01221689044185
"97",1978.5,"Australia / New Zealand",1.10424905125634,1.2115908344803,1.00641729245464
"107",1979.5,"Australia / New Zealand",1.090386976776,1.1887941183983,1.0001258760639
"1111",1980.5,"Australia / New Zealand",1.0784293963331,1.17037259155676,0.993709158318904
"128",1981.5,"Australia / New Zealand",1.06822766442224,1.1556469942691,0.987421201020565
"137",1982.5,"Australia / New Zealand",1.0595491358429,1.1439292660985,0.981393172232012
"147",1983.5,"Australia / New Zealand",1.05217431379215,1.13461136253484,0.975726863981576
"157",1984.5,"Australia / New Zealand",1.04589415981254,1.1271584137121,0.970488779769131
"167",1985.5,"Australia / New Zealand",1.04050785956562,1.12110048270474,0.965708803555089
"177",1986.5,"Australia / New Zealand",1.03714558159469,1.11708217095501,0.96292912499157
"187",1987.5,"Australia / New Zealand",1.03628052793734,1.11561666420142,0.962586313956502
"197",1988.5,"Australia / New Zealand",1.03674852809569,1.11599922156146,0.96312568122109
"207",1989.5,"Australia / New Zealand",1.03739274094603,1.11703296015327,0.963430567724558
"2111",1990.5,"Australia / New Zealand",1.03705522381553,1.11689653437497,0.962921366610681
"227",1991.5,"Australia / New Zealand",1.03614957055337,1.1152523387392,0.962657414170182
"236",1992.5,"Australia / New Zealand",1.03549187164471,1.11463408496959,0.96196898219877
"246",1993.5,"Australia / New Zealand",1.03452984192242,1.11445312306,0.960338278643245
"256",1994.5,"Australia / New Zealand",1.03439847736531,1.11425072288014,0.96026880486105
"266",1995.5,"Australia / New Zealand",1.03567194173012,1.11664938263339,0.960566841811613
"276",1996.5,"Australia / New Zealand",1.03695818795863,1.12099292360754,0.959223078870125
"286",1997.5,"Australia / New Zealand",1.0368601537505,1.12337693718762,0.957006453352142
"296",1998.5,"Australia / New Zealand",1.0351039242747,1.12173147771164,0.955166325754409
"306",1999.5,"Australia / New Zealand",1.03258282701051,1.11869425022512,0.95309982546389
"3111",2000.5,"Australia / New Zealand",1.02964934632713,1.1156379932416,0.950288339778951
"326",2001.5,"Australia / New Zealand",1.02665290406243,1.11321537202388,0.946821443458481
"336",2002.5,"Australia / New Zealand",1.02393905460181,1.11126890947226,0.943472078271991
"345",2003.5,"Australia / New Zealand",1.02184985251273,1.10916517791464,0.941408134578704
"354",2004.5,"Australia / New Zealand",1.02007358135158,1.10656347088456,0.940343811041984
"364",2005.5,"Australia / New Zealand",1.01815562435081,1.10375866107432,0.939191611314927
"374",2006.5,"Australia / New Zealand",1.01622120595348,1.10111082533938,0.937876111708605
"384",2007.5,"Australia / New Zealand",1.01439462333375,1.09903343492485,0.936274019651432
"393",2008.5,"Australia / New Zealand",1.01279930211055,1.09800845440239,0.934202666876474
"403",2009.5,"Australia / New Zealand",1.01155800307592,1.09860083665306,0.931411627815915
"419",2010.5,"Australia / New Zealand",1.01079317852875,1.10146207597401,0.927587859851435
"423",2011.5,"Australia / New Zealand",1.0105202542669,1.10722462933032,0.922261984816263
"432",2012.5,"Australia / New Zealand",1.01064818087429,1.11632167939012,0.914977971280232
"442",2013.5,"Australia / New Zealand",1.01114009918905,1.12902339991636,0.905565199325179
"452",2014.5,"Australia / New Zealand",1.01195949933281,1.14543285782618,0.894039333072202
"462",2015.5,"Australia / New Zealand",1.01307009496223,1.16554465132551,0.880541999089971
"472",2016.5,"Australia / New Zealand",1.01443571114307,1.18930828246957,0.865275914757356
"482",2017.5,"Australia / New Zealand",1.01602018555833,1.21667242666219,0.848459285211212
"492",2018.5,"Australia / New Zealand",1.01778728287015,1.24760777320907,0.830301778665341
"129",1949.5,"Canada / USA",1.01903451580259,1.34601670639659,0.771484736751152
