loc_id,end_decade,rate,set_zero
450,2000,74.31443525578092,0
450,2010,56.45301925844935,0
450,2020,45.81384753100416,0
454,2000,79.65576973456768,0
454,2010,65.9177330244866,0
454,2020,55.436476799251,0
458,2000,41.404178493298254,0
458,2010,32.937437305123105,0
458,2020,16.211085639389562,0
462,2000,12.854756901825464,0
462,2010,1.1350476423266351,0
462,2020,0.005684151801307516,0
466,2000,78.53169289682029,0
466,2010,62.3967802480384,0
466,2020,48.91349287795555,0
470,2000,72.38969722093827,1
470,2010,80.49080948023125,1
470,2020,52.947984857070665,1
474,2000,0,0
474,2010,0,0
474,2020,0,0
478,2000,74.52551891609,0
478,2010,57.07241704965076,0
478,2020,43.54537715472518,0
480,2000,9.192384411781838,0
480,2010,2.3382747774284174,0
480,2020,0.016348066012315355,0
175,2000,0,0
175,2010,0,0
175,2020,0,0
484,2000,16.142814683056685,0
484,2010,8.080156681415287,0
484,2020,7.394865531648835,0
498,2000,0.428830788792615,0
498,2010,0.25566042263692856,0
498,2020,0.2791105747529562,0
496,2000,6.049233394846987,0
496,2010,3.8297565723635074,0
496,2020,2.6373768112909266,0
499,2000,37.80866032454778,0
499,2010,31.3163699789746,0
499,2020,32.900467840531974,0
504,2000,19.343082878574506,0
504,2010,15.143362262040414,0
504,2020,10.590217384145733,0
508,2000,80.36742808966473,0
508,2010,65.66720135097206,0
508,2020,53.51665413935691,0
104,2000,12.332038668601781,0
104,2010,12.144452355469348,0
104,2020,17.026141199124933,0
516,2000,64.61727941646954,0
516,2010,42.801202157913856,0
516,2020,26.412499859334293,0
524,2000,38.01746168746636,0
524,2010,26.332912341012587,0
524,2020,14.37593900086392,0
528,2000,79.64236627768683,1
528,2010,76.45032182168977,1
528,2020,82.7296679740708,1
540,2000,0.16084719679486437,1
540,2010,0.17870838581108406,1
540,2020,0.326037760700099,1
554,2000,0,1
554,2010,0,1
554,2020,0,1
558,2000,9.392170457587259,0
558,2010,2.6384045071126896,0
558,2020,1.8634396623183294,0
562,2000,79.998372194857,0
562,2010,66.13323039209416,0
562,2020,55.51912829215281,0
566,2000,69.24734504387638,0
566,2010,45.45304305591024,0
566,2020,30.816223942074323,0
578,2000,0,1
578,2010,0,1
578,2020,0,1
512,2000,37.16106862075751,1
512,2010,5.243160040315926,1
512,2020,1.4801677461976983,1
586,2000,23.53264177488776,0
586,2010,16.838056418640214,0
586,2020,12.081281873887802,0
591,2000,13.985778992186962,1
591,2010,4.478612137141935,1
591,2020,3.085141592292355,1
598,2000,15.97068236772064,0
598,2010,16.728719572963374,0
598,2020,23.884621261304446,0
600,2000,29.251089195107514,0
600,2010,20.707494561769813,0
600,2020,14.73084768351155,0
604,2000,26.086069099640724,0
604,2010,21.03340535604734,0
604,2020,15.99986168105207,0
608,2000,13.50858399479895,0
608,2010,2.8414639905792236,0
608,2020,11.174064034982582,0
616,2000,1.0749268089670478,1
616,2010,0.6900509040593605,1
616,2020,1.00109500196448,1
620,2000,77.81042262974583,1
620,2010,85.24777096381246,1
620,2020,88.41544433089084,1
630,2000,26.07565958306351,1
630,2010,10.240734367420496,1
630,2020,6.781172618148979,1
634,2000,20.367505572554126,1
634,2010,0.4506294524667401,1
634,2020,0.7874569908948258,1
178,2000,58.181090398802546,0
178,2010,45.584255230913065,0
178,2020,46.43372543228365,0
410,2000,44.17451206187947,1
410,2010,28.39384409869173,1
410,2020,21.453141023204076,1
638,2000,0,0
638,2010,0,0
638,2020,0,0
642,2000,1.4433524959210506,0
642,2010,0.3653104371117214,0
642,2020,0.3885123937144411,0
643,2000,0.607790882905722,0
643,2010,0.24608094880064704,0
643,2020,0.13416494972788184,0
646,2000,79.58248903716931,0
646,2010,65.06751099992401,0
646,2020,49.58818658973503,0
882,2000,37.5402595132635,0
882,2010,43.73576895247703,0
882,2020,56.390292722213275,0
678,2000,51.402396150257914,0
678,2010,30.746113730552526,0
678,2020,35.51618618712126,0
682,2000,15.378557560001616,1
682,2010,9.024001997927664,1
682,2020,0.3389816645734665,1
686,2000,76.32995571525801,0
686,2010,62.7321837887605,0
686,2020,48.47716504656081,0
688,2000,40.652874896811916,0
688,2010,33.7696508631018,0
688,2020,36.84095511692666,0
690,2000,2.913482082733587,1
690,2010,1.5634029088330132,1
690,2020,0.13670579384508483,1
694,2000,77.16159948500147,0
694,2010,65.37319773105582,0
694,2020,56.52946199450203,0
702,2000,31.075365847587594,1
702,2010,33.37602729543347,1
702,2020,28.29097523753988,1
703,2000,0.6101728604109,1
703,2010,0.25885988426098017,1
703,2020,0.3637712044592114,1
705,2000,54.787371760226236,1
705,2010,56.668203065308845,1
705,2020,62.30760460101148,1
90,2000,16.6021635496066,0
90,2010,17.431502784365303,0
90,2020,25.09119648365669,0
706,2000,79.54089469392514,0
706,2010,65.95853255155933,0
706,2020,57.03338719403982,0
710,2000,33.245703094349,0
710,2010,19.725984911304803,0
710,2020,9.159121258687097,0
728,2000,74.23944279712174,0
728,2010,59.37347711673703,0
728,2020,45.89806852449187,0
724,2000,89.98616477052256,1
724,2010,83.0835749467122,1
724,2020,83.44599408066541,1
144,2000,12.643784174930527,0
144,2010,5.883043868997302,0
144,2020,2.0664537442895896,0
662,2000,7.98560149917515,0
662,2010,2.563647908523157,0
662,2020,3.426559410862163,0
670,2000,7.987917067664239,0
670,2010,2.752981702615271,0
670,2020,1.5598019763497937,0
275,2000,51.48374302894606,0
275,2010,22.343693311500605,0
275,2020,25.77321208471081,0
729,2000,17.289476182084023,0
729,2010,12.904474624818585,0
729,2020,11.682387216422002,0
740,2000,31.545249894329615,0
740,2010,24.55642986963393,0
740,2020,15.678705673264663,0
748,2000,71.5076976521092,0
748,2010,56.74988908859455,0
748,2020,43.51710485725598,0
752,2000,0,1
752,2010,0,1
752,2020,0,1
756,2000,91.44803312464377,1
756,2010,93.27689655037243,1
756,2020,92.24107134427983,1
760,2000,25.304248779913834,0
760,2010,8.541404189709086,0
760,2020,10.426617704001284,0
762,2000,1.1715415644276965,0
762,2010,0.38816538725046074,0
762,2020,0.2634781165041637,0
764,2000,52.19453496862971,0
764,2010,63.22828553579577,0
764,2020,67.13806532477658,0
626,2000,17.925499248134308,0
626,2010,25.559541513799637,0
626,2020,23.56346890614648,0
768,2000,76.79381403798948,0
768,2010,62.81448285329635,0
768,2020,48.36012120309698,0
776,2000,40.48094245812987,0
776,2010,43.27064898514885,0
776,2020,48.555170744901716,0
780,2000,9.932678098975646,1
780,2010,3.4617579288890052,1
780,2020,14.77457052708675,1
788,2000,20.14489042435207,0
788,2010,13.40238558404248,0
788,2020,7.887886366952904,0
792,2000,13.657002502635374,0
792,2010,4.6372242050405,0
792,2020,3.2883266908015996,0
795,2000,0.6591578828735194,0
795,2010,0.18225906935113897,0
795,2020,0.2637681848191916,0
800,2000,79.23280903361183,0
800,2010,61.62510800908797,0
800,2020,49.074224825781165,0
804,2000,0.402612974480155,0
804,2010,0.15738450006009685,0
804,2020,0.2437717580237443,0
784,2000,3.7093742013299797,1
784,2010,2.9636837677482712,1
784,2020,0.7150220623537507,1
826,2000,44.72305418075273,1
826,2010,59.3972987824677,1
826,2020,54.75139681790201,1
834,2000,76.86932563920136,0
834,2010,63.763400353557344,0
834,2020,53.85932978911702,0
840,2000,0,1
840,2010,0,1
840,2020,0,1
850,2000,22.90248271564757,1
850,2010,7.90735897034533,1
850,2020,4.6099354899575875,1
858,2000,7.626342795005684,1
858,2010,4.930673672838248,1
858,2020,2.5433564356766403,1
860,2000,0.5309370346403909,0
860,2010,0.16858217573686057,0
860,2020,0.2255338503711932,0
548,2000,19.510612498699036,0
548,2010,19.10799606620907,0
548,2020,26.324093163426944,0
862,2000,18.93635808837366,0
862,2010,13.986987064915137,0
862,2020,9.937076273591707,0
704,2000,32.286436350021475,0
704,2010,34.847085810966554,0
704,2020,40.44599058207493,0
732,2000,0,0
732,2010,0,0
732,2020,0,0
887,2000,35.55730841046622,0
887,2010,18.564889967698083,0
887,2020,17.40362297483522,0
894,2000,77.14008963107986,0
894,2010,63.63354880985721,0
894,2020,27.707219878699036,0
716,2000,65.91277652946084,0
716,2010,59.913607700694286,0
716,2020,46.34964239154659,0
