loc_id,end_decade,rate,set_zero
4,2000,51.72130017586185,0
4,2010,46.36594476640376,0
4,2020,46.50045594631963,0
8,2000,15.009204129356263,0
8,2010,10.277166348137328,0
8,2020,8.390494466386297,0
12,2000,11.568193003619982,0
12,2010,8.846048518843002,0
12,2020,4.19646385308418,0
24,2000,79.21125964961162,0
24,2010,63.2701601021219,0
24,2020,47.08405421332357,0
28,2000,14.497239032382014,1
28,2010,2.719208828491624,1
28,2020,3.181765247162164,1
32,2000,11.272673603553232,1
32,2010,6.5817822047420735,1
32,2020,3.1119762366597183,1
51,2000,23.709530684245973,0
51,2010,0.13321667128927342,0
51,2020,0.014118269947193429,0
533,2000,11.674713154935027,1
533,2010,3.387075275295306,1
533,2020,1.9415787928137744,1
36,2000,0,1
36,2010,0,1
36,2020,0,1
40,2000,90.97357129552094,1
40,2010,93.26178873205238,1
40,2020,92.25997608229942,1
31,2000,0.0492253267045458,0
31,2010,0.01708764672926864,0
31,2020,0.015746558021622083,0
44,2000,0,1
44,2010,0,1
44,2020,0,1
48,2000,37.28821804569662,1
48,2010,19.281246751424018,1
48,2020,31.324900767124124,1
50,2000,35.36352262957194,0
50,2010,23.343013079723544,0
50,2020,17.191319287456373,0
52,2000,15.642809489987053,1
52,2010,7.078471734209389,1
52,2020,6.45282260122505,1
112,2000,0.5418057351811622,0
112,2010,0.17353594984612547,0
112,2020,0.17020207077433036,0
56,2000,90.66683045987975,1
56,2010,79.47329293796243,1
56,2020,69.44882007834241,1
84,2000,8.376618766559572,0
84,2010,3.019351289247296,0
84,2020,1.6988801343629536,0
204,2000,77.91479206329457,0
204,2010,64.14174653599264,0
204,2020,50.18059122640495,0
64,2000,32.43837262712576,0
64,2010,25.78444177197478,0
64,2020,20.54625661178099,0
68,2000,28.183573809418604,0
68,2010,22.707053879733195,0
68,2020,15.734100717432401,0
70,2000,15.98470013193986,0
70,2010,16.224313513714996,0
70,2020,19.587184658386857,0
72,2000,62.91205149356433,0
72,2010,41.94108305549074,0
72,2020,24.32141286303393,0
76,2000,24.716958430556744,0
76,2010,16.38605936388691,0
76,2020,9.615248346827817,0
96,2000,43.44820873722551,1
96,2010,26.445924739064257,1
96,2020,18.313490177880265,1
100,2000,0.46883381605325675,0
100,2010,0.1376103342636877,0
100,2020,0.13602560820047618,0
854,2000,79.44404948684657,0
854,2010,64.84088013423192,0
854,2020,53.2620508977905,0
108,2000,78.64869013968881,0
108,2010,65.70133347775204,0
108,2020,53.264744351461765,0
116,2000,13.630375002540193,0
116,2010,18.11739346929353,0
116,2020,33.47681681779212,0
120,2000,76.71859665908615,0
120,2010,62.09359137052996,0
120,2020,51.518448320090684,0
124,2000,0,1
124,2010,0,1
124,2020,0,1
132,2000,57.79315719311649,0
132,2010,30.80182279400205,0
132,2020,8.758771289957316,0
140,2000,79.51946093950681,0
140,2010,64.54490294821385,0
140,2020,55.053867621538934,0
148,2000,79.68673714848647,0
148,2010,66.02383253678408,0
148,2020,55.63923817550885,0
830,2000,0,1
830,2010,0,1
830,2020,0,1
152,2000,28.2641465284983,1
152,2010,24.786542581030798,1
152,2020,9.457079208734594,1
156,2000,17.256900648602677,0
156,2010,11.617311624294965,0
156,2020,9.375878186704865,0
344,2000,39.4720750568656,1
344,2010,23.23174745904197,1
344,2020,19.33642031878949,1
446,2000,43.09790001279846,1
446,2010,25.515256731900653,1
446,2020,18.003778807322206,1
158,2000,0,1
158,2010,0,1
158,2020,0,1
170,2000,24.976047259246965,0
170,2010,18.116515706372745,0
170,2020,9.897319415413287,0
174,2000,75.88347720190504,0
174,2010,56.258584751473485,0
174,2020,40.88205305027304,0
188,2000,15.209289194948122,0
188,2010,8.727643153175109,0
188,2020,10.285636138264124,0
384,2000,76.85684714995004,0
384,2010,60.754235616603836,0
384,2020,43.61987816342269,0
191,2000,71.03843810168033,1
191,2010,60.54973985240403,1
191,2020,59.59924700643631,1
192,2000,58.47552474235948,0
192,2010,52.337383569175756,0
192,2020,54.262164510419694,0
531,2000,13.1146804247715,1
531,2010,5.526616802941128,1
531,2020,5.151479874595855,1
196,2000,9.536356297914464,1
196,2010,3.4373315887859217,1
196,2020,2.255410839322111,1
203,2000,0.9801684781295384,1
203,2010,0.47289482427286905,1
203,2020,0.5836952224641215,1
408,2000,13.49775864648574,0
408,2010,6.944435938105481,0
408,2020,4.420260453263147,0
180,2000,77.62602044025614,0
180,2010,61.763495967361294,0
180,2020,52.592948826036256,0
208,2000,0,1
208,2010,0,1
208,2020,0,1
262,2000,72.07700278537216,0
262,2010,54.40528414054281,0
262,2020,41.81529715871501,0
214,2000,18.632588546153723,0
214,2010,5.743682213153832,0
214,2020,2.8432147758541375,0
218,2000,23.264713673705707,0
218,2010,16.306442934775284,0
218,2020,9.842112730283045,0
818,2000,5.153275631232017,0
818,2010,2.201804166602504,0
818,2020,4.372362231292551,0
222,2000,10.32563943920364,0
222,2010,5.197632470341499,0
222,2020,3.1279398493067427,0
226,2000,67.61254975501714,0
226,2010,52.0477419914971,0
226,2020,36.52014507295879,0
232,2000,80.00918199189769,0
232,2010,63.58043907397533,0
232,2020,53.67563617233504,0
233,2000,69.5045135895587,1
233,2010,68.0410106301832,1
233,2020,75.80426554873965,1
231,2000,80.18656431074517,0
231,2010,66.3029663531683,0
231,2020,54.5032214161927,0
583,2000,15.284507391022514,0
583,2010,19.010729151115857,0
583,2020,44.32135899449752,0
242,2000,17.98036825814531,0
242,2010,16.25533241599941,0
242,2020,13.208538070683632,0
246,2000,0,1
246,2010,0,1
246,2020,0,1
250,2000,88.979049468878,1
250,2010,88.16871573837736,1
250,2020,75.73806770260859,1
254,2000,0,0
254,2010,0,0
254,2020,0,0
258,2000,0.31307974749420714,1
258,2010,0.3593836067257453,1
258,2020,0.7951960101144009,1
266,2000,64.92349800990547,0
266,2010,50.051467772169666,0
266,2020,30.816558616748274,0
270,2000,77.14678483432881,0
270,2010,60.14488962001818,0
270,2020,50.673326933338636,0
268,2000,0.02057677886675697,0
268,2010,0.009863597512433797,0
268,2020,3.979173937477634e-4,0
276,2000,86.01561071649866,1
276,2010,88.6277008570526,1
276,2020,88.55216545830956,1
288,2000,77.37599750287502,0
288,2010,59.615114240090584,0
288,2020,46.49699301386566,0
300,2000,93.46072178941347,1
300,2010,92.508598826676,1
300,2020,91.42848608388587,1
308,2000,8.171255556189095,0
308,2010,2.559001914201551,0
308,2020,1.719751000720671,0
312,2000,0,0
312,2010,0,0
312,2020,0,0
316,2000,28.0238310420624,1
316,2010,25.712610554709336,1
316,2020,27.97346362866161,1
320,2000,9.201459851803435,0
320,2010,2.900588501411685,0
320,2020,1.6183647526924048,0
324,2000,74.84161860025257,0
324,2010,61.48145423925631,0
324,2020,52.34933312118215,0
624,2000,72.53519791980197,0
624,2010,60.05713210399135,0
624,2020,51.36217688432839,0
328,2000,33.80476888433067,0
328,2010,25.01930676097322,0
328,2020,16.770988696665892,0
332,2000,7.535634093500783,0
332,2010,3.304851581535257,0
332,2020,2.2891828918029127,0
340,2000,8.223433685065922,0
340,2010,2.5131375382025207,0
340,2020,1.5858031938312103,0
348,2000,0.5628218248789354,1
348,2010,0.3071488077771187,1
348,2020,0.4601639215818524,1
352,2000,0,1
352,2010,0,1
352,2020,0,1
356,2000,25.887279444738688,0
356,2010,21.387565866071544,0
356,2020,15.916826722807048,0
360,2000,20.620747942991144,0
360,2010,23.274178770844316,0
360,2020,29.467062149699007,0
368,2000,29.695597154760105,0
368,2010,17.179569553987953,0
368,2020,15.378481869987509,0
372,2000,57.26435430678588,1
372,2010,87.10408542387458,1
372,2020,81.73710475666942,1
364,2000,6.604246214828207,0
364,2010,3.1107629135347183,0
364,2020,0.6786904584251405,0
376,2000,0.04700931008565183,1
376,2010,0.03522469678110422,1
376,2020,0.014918166581401557,1
380,2000,93.59548981722592,1
380,2010,91.61352317501407,1
380,2020,88.97764268212079,1
388,2000,11.613061246642536,0
388,2010,3.0747883977472314,0
388,2020,1.76624997570394,0
392,2000,51.090209194459156,1
392,2010,33.34445248220043,1
392,2020,25.53284168586446,1
400,2000,8.263182415277088,0
400,2010,0.6480965593628862,0
400,2020,0.6899469393456865,0
398,2000,0.48029265886063205,0
398,2010,0.13430376028624877,0
398,2020,0.11814298833995689,0
404,2000,72.27473887942921,0
404,2010,55.93314863780181,0
404,2020,43.6174820338059,0
296,2000,18.0771851391275,0
296,2010,19.583590070550812,0
296,2020,28.44442228556863,0
414,2000,33.752340478804776,1
414,2010,3.5029741140057546,1
414,2020,0.313963219631832,1
417,2000,0.5505803461457238,0
417,2010,0.20253700063972818,0
417,2020,0.2575686309823165,0
418,2000,6.559629897859655,0
418,2010,10.25752745145353,0
418,2020,18.580338706658438,0
428,2000,75.03271126838153,1
428,2010,66.74827127044162,1
428,2020,54.91164083482967,1
422,2000,4.5228472747867245,0
422,2010,0.2637488274559206,0
422,2020,1.1006834707023265,0
426,2000,76.79990054306963,0
426,2010,64.8879865880797,0
426,2020,54.13031262636774,0
430,2000,79.44495597120284,0
430,2010,65.36344059433648,0
430,2020,55.22419046344492,0
434,2000,12.268831940461348,0
434,2010,8.986587410826159,0
434,2020,2.830856650190373,0
440,2000,75.5983697185983,1
440,2010,69.0311919808923,1
440,2020,77.7332777104774,1
442,2000,66.66758042798023,1
442,2010,74.32162112428269,1
442,2020,67.15165948183929,1
807,2000,38.6875866990888,0
807,2010,37.74820720080342,0
807,2020,40.40547462401636,0
