iso3c,loc_id,period1,period2,period3
KWT,414,33.752340478804776,3.5029741140057546,0.313963219631832
KGZ,417,0.5505803461457238,0.20253700063972818,0.2575686309823165
LAO,418,6.559629897859655,10.25752745145353,18.580338706658438
LVA,428,75.03271126838153,66.74827127044162,54.91164083482967
LBN,422,4.5228472747867245,0.2637488274559206,1.1006834707023265
LSO,426,76.79990054306963,64.8879865880797,54.13031262636774
LBR,430,79.44495597120284,65.36344059433648,55.22419046344492
LBY,434,12.268831940461348,8.986587410826159,2.830856650190373
LTU,440,75.5983697185983,69.0311919808923,77.7332777104774
LUX,442,66.66758042798023,74.32162112428269,67.15165948183929
MKD,807,38.6875866990888,37.74820720080342,40.40547462401636
MDG,450,74.31443525578092,56.45301925844935,45.81384753100416
MWI,454,79.65576973456768,65.9177330244866,55.436476799251
MYS,458,41.404178493298254,32.937437305123105,16.211085639389562
MDV,462,12.854756901825464,1.1350476423266351,0.005684151801307516
MLI,466,78.53169289682029,62.3967802480384,48.91349287795555
MLT,470,72.38969722093827,80.49080948023125,52.947984857070665
MTQ,474,0,0,0
MRT,478,74.52551891609,57.07241704965076,43.54537715472518
MUS,480,9.192384411781838,2.3382747774284174,0.016348066012315355
MYT,175,0,0,0
MEX,484,16.142814683056685,8.080156681415287,7.394865531648835
MDA,498,0.428830788792615,0.25566042263692856,0.2791105747529562
MNG,496,6.049233394846987,3.8297565723635074,2.6373768112909266
MNE,499,37.80866032454778,31.3163699789746,32.900467840531974
MAR,504,19.343082878574506,15.143362262040414,10.590217384145733
MOZ,508,80.36742808966473,65.66720135097206,53.51665413935691
MMR,104,12.332038668601781,12.144452355469348,17.026141199124933
NAM,516,64.61727941646954,42.801202157913856,26.412499859334293
NPL,524,38.01746168746636,26.332912341012587,14.37593900086392
NLD,528,79.64236627768683,76.45032182168977,82.7296679740708
NCL,540,0.16084719679486437,0.17870838581108406,0.326037760700099
NZL,554,0,0,0
NIC,558,9.392170457587259,2.6384045071126896,1.8634396623183294
NER,562,79.998372194857,66.13323039209416,55.51912829215281
NGA,566,69.24734504387638,45.45304305591024,30.816223942074323
NOR,578,0,0,0
OMN,512,37.16106862075751,5.243160040315926,1.4801677461976983
PAK,586,23.53264177488776,16.838056418640214,12.081281873887802
PAN,591,13.985778992186962,4.478612137141935,3.085141592292355
PNG,598,15.97068236772064,16.728719572963374,23.884621261304446
PRY,600,29.251089195107514,20.707494561769813,14.73084768351155
PER,604,26.086069099640724,21.03340535604734,15.99986168105207
PHL,608,13.50858399479895,2.8414639905792236,11.174064034982582
POL,616,1.0749268089670478,0.6900509040593605,1.00109500196448
PRT,620,77.81042262974583,85.24777096381246,88.41544433089084
PRI,630,26.07565958306351,10.240734367420496,6.781172618148979
QAT,634,20.367505572554126,0.4506294524667401,0.7874569908948258
COG,178,58.181090398802546,45.584255230913065,46.43372543228365
KOR,410,44.17451206187947,28.39384409869173,21.453141023204076
REU,638,0,0,0
ROU,642,1.4433524959210506,0.3653104371117214,0.3885123937144411
RUS,643,0.607790882905722,0.24608094880064704,0.13416494972788184
RWA,646,79.58248903716931,65.06751099992401,49.58818658973503
WSM,882,37.5402595132635,43.73576895247703,56.390292722213275
STP,678,51.402396150257914,30.746113730552526,35.51618618712126
SAU,682,15.378557560001616,9.024001997927664,0.3389816645734665
SEN,686,76.32995571525801,62.7321837887605,48.47716504656081
SRB,688,40.652874896811916,33.7696508631018,36.84095511692666
SYC,690,2.913482082733587,1.5634029088330132,0.13670579384508483
SLE,694,77.16159948500147,65.37319773105582,56.52946199450203
SGP,702,31.075365847587594,33.37602729543347,28.29097523753988
SVK,703,0.6101728604109,0.25885988426098017,0.3637712044592114
SVN,705,54.787371760226236,56.668203065308845,62.30760460101148
SLB,90,16.6021635496066,17.431502784365303,25.09119648365669
SOM,706,79.54089469392514,65.95853255155933,57.03338719403982
ZAF,710,33.245703094349,19.725984911304803,9.159121258687097
SSD,728,74.23944279712174,59.37347711673703,45.89806852449187
ESP,724,89.98616477052256,83.0835749467122,83.44599408066541
LKA,144,12.643784174930527,5.883043868997302,2.0664537442895896
LCA,662,7.98560149917515,2.563647908523157,3.426559410862163
VCT,670,7.987917067664239,2.752981702615271,1.5598019763497937
PSE,275,51.48374302894606,22.343693311500605,25.77321208471081
SDN,729,17.289476182084023,12.904474624818585,11.682387216422002
SUR,740,31.545249894329615,24.55642986963393,15.678705673264663
SWZ,748,71.5076976521092,56.74988908859455,43.51710485725598
SWE,752,0,0,0
CHE,756,91.44803312464377,93.27689655037243,92.24107134427983
SYR,760,25.304248779913834,8.541404189709086,10.426617704001284
TJK,762,1.1715415644276965,0.38816538725046074,0.2634781165041637
THA,764,52.19453496862971,63.22828553579577,67.13806532477658
TLS,626,17.925499248134308,25.559541513799637,23.56346890614648
TGO,768,76.79381403798948,62.81448285329635,48.36012120309698
TON,776,40.48094245812987,43.27064898514885,48.555170744901716
TTO,780,9.932678098975646,3.4617579288890052,14.77457052708675
TUN,788,20.14489042435207,13.40238558404248,7.887886366952904
TUR,792,13.657002502635374,4.6372242050405,3.2883266908015996
TKM,795,0.6591578828735194,0.18225906935113897,0.2637681848191916
UGA,800,79.23280903361183,61.62510800908797,49.074224825781165
UKR,804,0.402612974480155,0.15738450006009685,0.2437717580237443
ARE,784,3.7093742013299797,2.9636837677482712,0.7150220623537507
GBR,826,44.72305418075273,59.3972987824677,54.75139681790201
TZA,834,76.86932563920136,63.763400353557344,53.85932978911702
USA,840,0,0,0
VIR,850,22.90248271564757,7.90735897034533,4.6099354899575875
URY,858,7.626342795005684,4.930673672838248,2.5433564356766403
UZB,860,0.5309370346403909,0.16858217573686057,0.2255338503711932
VUT,548,19.510612498699036,19.10799606620907,26.324093163426944
VEN,862,18.93635808837366,13.986987064915137,9.937076273591707
VNM,704,32.286436350021475,34.847085810966554,40.44599058207493
ESH,732,0,0,0
YEM,887,35.55730841046622,18.564889967698083,17.40362297483522
ZMB,894,77.14008963107986,63.63354880985721,27.707219878699036
ZWE,716,65.91277652946084,59.913607700694286,46.34964239154659
