iso3c,loc_id,period1,period2,period3
NIC,558,24.703355350212117,18.45570538226789,12.244744195725756
NER,562,70.91333265671702,56.80831902486112,49.963879367645006
NGA,566,59.69489110223507,41.06475799567143,30.136963490063586
NOR,578,0.8827575442497518,0.6932206372838429,0.4950971384147519
OMN,512,15.777078420151,3.295681846102009,4.453254875702955
PAK,586,21.431803510911017,14.910075794359342,11.22295062240645
PAN,591,14.281208052389458,7.707209407461573,5.728563214582432
PNG,598,71.02962358036827,74.07707420565693,77.78869035976247
PRY,600,24.221553370301088,19.770416250777274,17.38763986979503
PER,604,24.234728416514624,15.275457307607285,10.60970958243507
PHL,608,42.90354159640361,28.626488436696356,40.91820974527211
POL,616,1.3807886490271415,0.242227254858025,0.18134016955143778
PRT,620,1.2327844061346656,0.2701062442894738,0.15176262202773275
PRI,630,3.0915003168027395,1.0246541556290492,0.7627080893862987
QAT,634,8.599437951319713,0.5023685935337163,0.8174604667432315
COG,178,61.74321198343058,47.24801970136397,44.341741263030656
KOR,410,10.486260070318934,1.6099227013721258,1.1477095759081204
ROU,642,3.9410615792038937,0.5926442276078062,0.18905376883983677
RUS,643,1.4910956997376368,0.8551710752428509,0.02934254547827892
RWA,646,74.69282153673782,53.93735448416223,40.555204585697354
WSM,882,41.36194436947612,42.334935653334746,48.78107032172415
STP,678,49.42093525401921,34.26275092032053,33.66394395573274
SAU,682,10.704765082820023,4.805585138677708,1.411986792149431
SEN,686,64.56694354349206,51.748696315100226,43.93440961040923
SRB,688,2.1251975644075576,0.6194267688374843,0.5214668618752683
SYC,690,12.067105759959952,5.531627459596028,1.8580876286474388
SLE,694,66.34667223351862,57.35008751439703,51.28506732825201
SGP,702,3.097289410185608,1.214899353235914,0.4860494663353683
SVK,703,0.20634400635004646,0.04693325690444259,0.03267076140827598
SVN,705,2.637147529561529,0.8063262299787044,0.6947201573446798
SLB,90,67.03553654587547,68.40242482454984,72.43472839645015
SOM,706,73.48938987197077,61.97058415527527,57.06157349104847
ZAF,710,37.71157108017566,27.470980497804874,18.639028889222605
SSD,728,66.1930389268607,52.813523172414264,47.486008055938335
ESP,724,1.0033716757422282,0.4889703146122284,0.43390523247709994
LKA,144,16.477268705005844,9.093172601260507,3.739841162178734
LCA,662,30.022857302946292,19.95261734182666,5.631997239647322
VCT,670,30.475639317311554,18.17287096281331,21.325880548415267
PSE,275,29.66960285436248,13.573823166464221,24.93308020587707
SDN,729,29.06166346729073,22.839641918686272,23.01985276043428
SUR,740,37.34453767698506,35.261455241631296,24.396878517222618
SWZ,748,57.71721509920455,52.18689983504269,45.451056396224025
SWE,752,0.36906435221648226,0.09744789834690079,0.051081695677725636
CHE,756,1.185137924131704,0.29701876927235543,0.2819768846092297
SYR,760,18.782576631358577,6.283787882891094,11.461229332517462
TJK,762,4.940685367605675,4.805606755397486,2.8844445869135527
THA,764,43.94335278931493,38.390346302454134,31.830179965109593
TLS,626,69.1496881819198,68.02166118213651,55.02875674154828
TGO,768,65.84948009016065,53.25952429666621,44.48220124757739
TON,776,36.05317484260253,42.04784149100573,44.17476573776861
TTO,780,22.624716227385854,11.67954245473457,1.2252072482697987
TUN,788,10.871145540347955,7.455528539741792,3.4041519348516394
TUR,792,18.756503202447337,5.704573635175284,6.077266590758847
TKM,795,1.7258708682335793,1.541316928750342,3.003404031377346
UGA,800,69.51371214787716,53.99719492593567,45.67855302399168
UKR,804,0.34081398357124815,0.18264957615774488,0.11106016899267754
ARE,784,8.12135942674482,4.5905919046096955,4.767422935615977
GBR,826,3.7304919347894643,0.7777992639752751,0.7141451043355275
TZA,834,61.93091649332286,47.08791216018234,40.29152299931186
USA,840,1.4874000191919974,0.6289210204052973,0.5586186382227581
VIR,850,5.396771327695924,2.307557518848818,2.1645364570049646
URY,858,1.0054813244279042,0.5534990757015942,0.26796533104983444
UZB,860,1.4349134619269595,1.2855992703005512,1.639860755192633
VUT,548,67.06422646285498,69.21871484992381,72.60757655448819
VEN,862,10.390310152635788,7.581351095693472,6.485041885178579
VNM,704,41.165690830867305,34.548233344291226,29.07775548479935
YEM,887,48.65280585776357,31.346115218612407,42.723715035711116
ZMB,894,67.47673057337205,57.30857959773957,38.24578733644305
ZWE,716,49.72613823284702,48.43499361330938,41.264219939082885
